diag_id,context,curr_audio_id,res_audio_id,curr_text,res_text,curr_emotion,curr_speed,curr_volume,res_emotion,res_speed,res_volume
food_372,"A : Have you tried the new burger joint on Main St.? It's fantastic! B : Not yet, I keep hearing mixed reviews about it. A : Oh, you should give it a shot; I think you might like it.",food_372/c_0.wav,food_372/r_0.wav,B: I guess it couldn't hurt to try.  ,"  Absolutely, let's go this weekend; I'll show you the best dishes to order!",cheerful,fast,loud,friendly,normal,normal
weather_40,"A : I just love how the sun is shining today, don't you? B : Absolutely, it's the perfect day for a picnic! A : I'll pack some sandwiches and we can head to the park!",weather_40/c_2.wav,weather_40/r_2.wav,B: Looks like the weather might change later though.  ,"  Well, let's stay hopeful. Maybe it will just be a short shower if anything.",friendly,normal,normal,friendly,normal,normal
food_305,"A : I tried that new Brazilian steakhouse downtown last night; the food was amazing! B : Oh, that sounds fantastic! I've heard their grilled pineapple is out of this world! A : It was pretty good, yeah. The pineapple did have a nice char on it.",food_305/c_2.wav,food_305/r_2.wav,B: What do you think about going there again sometime soon?  ,  Sure thing! Let's plan it out; maybe explore more of their menu next time!,friendly,normal,normal,cheerful,fast,normal
book_8,"A : So I just finished that new sci-fi book we talked about, and it was absolutely mind-blowing! B : Oh, that's great! I knew you'd love it. The plot twist at the end had me on the edge of my seat! A : Yeah, but I'm kinda sad now because it's over and there's nothing left to read.",book_8/c_2.wav,book_8/r_2.wav,B: I wonder what the author will come up with next?  ,"  Hopefully, another book that's just as engaging; fingers crossed.",friendly,slow,quiet,friendly,normal,quiet
family_235,"A : I'm so thrilled my sister got the promotion, she's been working really hard for this! B : That's amazing news, she definitely deserves it after all that effort! A : Yeah, hoping it helps her out with the new house and everything.",family_235/c_0.wav,family_235/r_0.wav,"B: So, when is the family gathering to celebrate?  ","  Honestly, no idea. It's been so chaotic, no plans yet.",neutral,fast,loud,unfriendly,normal,normal
sport_82,"A : I can't believe we won the game last night! B : Yeah, that final goal was insane, the crowd went wild! A : And how about that incredible defense? Just superb, right?",sport_82/c_2.wav,sport_82/r_2.wav,B: We should definitely play together sometime soon.  ,  Absolutely! Let me know when you're free. It'll be great to have a match together.,friendly,normal,normal,cheerful,normal,normal
game_562,"A : Can you believe we nailed that boss fight on the first try? B : Absolutely! Our teamwork was on point, and your strategy was flawless! A : That's the kind of synergy that makes gaming together so much fun.",game_562/c_2.wav,game_562/r_2.wav,"B: So, what's the next challenge we should tackle?  ","  Oh, I heard about this epic quest line that just dropped; let's dive into that!",friendly,normal,normal,cheerful,fast,normal
finance_238,"A : So I just got this awesome tip about a stock that’s about to blow up! B : Oh really? That sounds exciting, do tell! A : It's called GreenTech Innovations, and it’s got some breakthrough tech coming out!",finance_238/c_2.wav,finance_238/r_2.wav,B: You think it's a solid investment then?  ,"  Of course, I believe so, but let's be hopeful and look into it further together before diving in.",friendly,normal,quiet,friendly,normal,normal
sport_322,"A : I finally managed to beat my personal best in the marathon! B : That's incredible, dude! You've been training so hard for this. A : Thanks! I'm thinking of signing up for another race next month; maybe you could join me?",sport_322/c_0.wav,sport_322/r_0.wav,"B: I haven't been training as hard as you, but I could give it a try.  ","  Hey, that's the spirit! We'll start slow and pick up the pace together.",neutral,normal,normal,cheerful,normal,normal
shopping_121,"A : I absolutely love these shoes, they were such a find! B : Oh, yeah? They look super comfy and stylish too! A : Absolutely, and guess what? They were half price!",shopping_121/c_0.wav,shopping_121/r_0.wav,B: That's awesome! Do they come in other colors?  ,"  Hmm, I think they had a few options, maybe black and red?",neutral,slow,quiet,neutral,normal,normal
travel_254,"A : I just got back from Thailand, and it was absolutely amazing! B : Wow, sounds like you had a great time! What was the highlight for you? A : Oh, the beaches were fantastic, and the food? To die for!",travel_254/c_0.wav,travel_254/r_0.wav,B: Maybe I should plan a trip there too.  ,"  Definitely, I can give you some travel tips and the best places to visit!",neutral,normal,normal,cheerful,normal,normal
food_404,"A : I finally tried that new Thai place downtown, and wow, the flavors were incredible! B : Oh, you went without me? We should go together next time! A : Absolutely, their green curry is to die for, we'll make a day of it!",food_404/c_2.wav,food_404/r_2.wav,B: I'm in the mood for something spicy tonight.  ,  Then that Thai place it is! I hope you're ready for some serious heat!,friendly,normal,loud,cheerful,normal,loud
movie_565,"A : I can't wait to see the new superhero movie that's coming out this weekend! B : Oh, absolutely! The trailers looked amazing, and I heard it's got some epic fight scenes! A : Yeah, the cast is incredible too, and I have high hopes for the soundtrack!",movie_565/c_2.wav,movie_565/r_2.wav,B: It's supposed to have a really unexpected plot twist as well.  ,"  That’s what I’m talking about! I love a good surprise in a movie, keeps you on the edge of your seat!",friendly,fast,loud,cheerful,fast,normal
work_371,"A : I can't believe we finished the project two weeks early! B : That's amazing, we should let the boss know right away. A : Yeah, she's going to be thrilled with the progress we've made.",work_371/c_1.wav,work_371/r_1.wav,"B: So, should we start on the next project right away or wait for further instructions?  ","  I'd say wait, we might overlook something important if we rush ahead without guidance.",unfriendly,slow,quiet,neutral,normal,normal
family_62,"A : Hey, just got the pictures from our family BBQ. They turned out fantastic! B : Oh, that's great! Can't wait to see them, I miss those gatherings. A : Yeah, it's been tough without everyone around lately.",family_62/c_2.wav,family_62/r_2.wav,"B: I heard Aunt May is visiting next month, though.  ","  I really hope she does, it would be so nice to have the family together again.",friendly,slow,quiet,friendly,slow,quiet
health_559,"A : Did you hear, I finally ran my first 10k, and it felt amazing! B : Oh wow, that's fantastic! You've been training so hard for it! A : It's all thanks to your encouragement and tips!",health_559/c_2.wav,health_559/r_2.wav,B: You're making great progress; staying active is key to good health.  ,"  Absolutely, I appreciate your support and positive vibes!",friendly,normal,quiet,friendly,normal,normal
game_592,"A : Hey, did you see the new game trailer? It looks amazing! B : Yeah, I watched it this morning; the graphics are insane, right? A : Totally, and those new characters seem really cool; can't wait to try them out.",game_592/c_0.wav,game_592/r_0.wav,B: I'm just not sure if my PC can handle the specs though.  ,"  Oh man, that's rough. Maybe you can upgrade some components?",sad,slow,quiet,neutral,normal,normal
work_512,"A : I'm thrilled to announce that we've secured the Jefferson project! B : That's amazing news! Our team is going to rock this project! A : Yes, I have complete faith in us, we'll do great things.",work_512/c_0.wav,work_512/r_0.wav,"B: So, what's the next step then?  ","  Well, first we'll need to gather the team and start planning the project phases.",neutral,slow,quiet,neutral,normal,normal
travel_358,"A : Oh man, the stories I could tell you about my trip to Barcelona! It was an absolute whirlwind! B : That sounds super exciting, A! Did you visit that famous, whimsical park everyone talks about? A : Yeah, Park Güell was just like out of a fairy tale. You'd love it there, so much to see!",travel_358/c_0.wav,travel_358/r_0.wav,B: You’re making me want to book a flight right this second!  ,"  Then you should, travel's the best way to live stories of your own!",neutral,normal,normal,cheerful,normal,normal
sport_494,"A : Hey, did you catch that incredible game last night? The energy was through the roof! B : Yeah, I did, but my favorite team lost in the last second, it's so disappointing. A : Oh, I get it. It's tough when that happens, but it was still a good match, don't you think?",sport_494/c_0.wav,sport_494/r_0.wav,"B: It's just a game, after all.  ","  Exactly, there's always the next game to look forward to!",neutral,normal,normal,friendly,normal,normal
book_414,"A : I just finished that new fantasy novel everyone's been talking about - it blew my mind! B : Oh, that sounds amazing! I've been looking for a good book to dive into. A : You've got to check it out then, the world-building is just out of this world, no pun intended!",book_414/c_0.wav,book_414/r_0.wav,B: Could you tell me more about the plot without giving away any spoilers?  ,"  Sure thing, it's about a hidden magical society in the midst of a power struggle, full of unexpected twists!",neutral,normal,normal,cheerful,normal,normal
sport_327,"A : That last game was absolutely amazing, don't you think? B : Yeah, it's just sad we couldn't be there to see it live. A : But hey, we'll go to the next one together, promise!",sport_327/c_0.wav,sport_327/r_0.wav,B: Do you think they'll win the next match too?  ,"  I'm hopeful! They've been on a roll, so I'd bet they have a good shot!",neutral,normal,normal,cheerful,normal,normal
music_379,"A : I just got tickets to that concert we were talking about, can't wait to go! B : Oh wow, that's amazing! Which band is it again? A : It's the Midnight Ramblers, you know, the ones with that hit song 'Eternal Moonlight'?",music_379/c_0.wav,music_379/r_0.wav,"B: I think I've heard of them, their style is quite unique, right?  ","  Yeah, they blend different genres together, it's pretty cool.",neutral,slow,quiet,neutral,slow,normal
beauty_32,"A : I finally tried out that new face mask you recommended, and my skin feels amazing! B : That’s wonderful! I'm so glad you liked it. It’s my go-to for a quick skin refresh. A : Seriously, I should've listened to you sooner. Now I'm hooked!",beauty_32/c_2.wav,beauty_32/r_2.wav,B: I'll bring you some other products to try next time.  ,"  That’d be lovely, thank you for always thinking of me!",friendly,slow,normal,friendly,normal,normal
finance_260,"A : So I just checked the stock market, and our shares are up by 15%! This is fantastic news! B : Oh no, I miss the chance to invest more when it was low. I could have made a significant profit by now... A : Hey, don't worry! The market is unpredictable, but there are always new opportunities around the corner.",finance_260/c_0.wav,finance_260/r_0.wav,"B: I'm thinking of diversifying my portfolio, perhaps including more international stocks.  ","  That sounds like a sensible strategy, diversification can really help manage the risks.",neutral,normal,normal,friendly,normal,normal
shopping_212,"A : I finally found the perfect jacket for our trip, and it was on sale, too! B : No way, that's awesome! What color did you get? A : Got it in navy blue, it's gonna look great with my jeans!",shopping_212/c_0.wav,shopping_212/r_0.wav,B: It's really good that you found one you like.  ,"  Yeah, took a while, but it was totally worth the hunt.",neutral,slow,quiet,friendly,normal,normal
music_522,"A : I just can't get over how amazing that concert was last night! B : Right?! The energy was absolutely contagious, and the band killed it on stage! A : It really brought back so many good memories, didn't it?",music_522/c_2.wav,music_522/r_2.wav,B: I think their new album might even be better than the last one.  ,"  I sure hope so, I've been waiting for something to top their last masterpiece.",friendly,slow,quiet,friendly,normal,normal
shopping_325,"A : I found this great little shop downtown that has the cutest vintage dresses! B : Oh, seriously? I've been looking for a place like that. What's the name? A : It's called Retro Glam! You should definitely check it out this weekend.",shopping_325/c_2.wav,shopping_325/r_2.wav,B: Do they have a good selection of sizes?  ,"  Absolutely, they’re really inclusive and have a range from petite to plus size!",friendly,normal,normal,friendly,normal,normal
beauty_406,"A : I've finally tried that new facial mask, and oh my, my skin feels like a baby's now! B : Really? I've heard mixed reviews about it, so I've been hesitant to give it a shot. A : Trust me, it's worth a try, maybe you'll be pleasantly surprised by the results!",beauty_406/c_0.wav,beauty_406/r_0.wav,B: Have you noticed any long-term improvements though?  ,"  It's too soon to tell, but I'm keeping an optimistic outlook!",neutral,normal,normal,friendly,normal,normal
work_308,"A : I absolutely crushed that presentation, boss was super impressed! B : That's amazing, congrats! You deserved that recognition. A : Thanks! It means a lot coming from you, let's keep the momentum going.",work_308/c_1.wav,work_308/r_1.wav,"B: So, what's next on our project timeline?  ","  Now, we jump straight into development of the new features, no time to lose!",cheerful,fast,loud,cheerful,fast,normal
music_584,"A : I found this amazing jazz band online, and I can't stop listening to their songs! B : Oh really? I love jazz! Send me the link, I gotta check them out. A : Just sent it! Their saxophone solos are mind-blowing!",music_584/c_0.wav,music_584/r_0.wav,B: Let's plan to go to their live concert next month.  ,"  That sounds like a plan, can't wait to experience their music live!",neutral,slow,normal,cheerful,slow,normal
movie_109,"A : I finally got around to watching that new superhero movie last night! Loved every minute of it. B : Seriously? That's awesome! I've been wanting to see it too. Was it as good as the trailers? A : Absolutely, it even exceeded my expectations, you have to see it!",movie_109/c_2.wav,movie_109/r_2.wav,B: I might go see it this weekend then.  ,  Sounds like a plan! You'll definitely have to let me know what you think afterwards.,friendly,normal,normal,cheerful,normal,normal
weather_59,"A : Can't believe how perfect the weather is today! B : Yeah, it's absolutely amazing outside, makes you wanna dance in the sun! A : Definitely, a day like this is just what we needed after all that rain.",weather_59/c_2.wav,weather_59/r_2.wav,B: Do you think it will stay this nice for the weekend?  ,  I'm keeping my fingers crossed because a weekend like this would be incredible!,friendly,fast,loud,friendly,fast,normal
movie_511,"A : I finally got around to watching 'The Grand Budapest Hotel', you know, the one with all the quirky humor and pastel colors? B : Oh, wow! That's one of my absolute favorites! The visual storytelling is just incredible, isn't it? A : Absolutely, the set designs and the costumes, they just transport you into that whimsical world, don't they?",movie_511/c_0.wav,movie_511/r_0.wav,B: I heard they're making a sequel with the same cast.  ,  Really? That’s intriguing; I hope they keep the same magical feel of the original.,neutral,slow,normal,neutral,normal,normal
movie_275,"A : I can't believe how amazing that fight scene was! The special effects just blew my mind! B : Right? The way the hero leaped off the building, it had me on the edge of my seat the entire time! A : And the soundtrack matched the action perfectly. It really enhanced the whole experience.",movie_275/c_2.wav,movie_275/r_2.wav,"B: The movie had some plot holes, but it was still entertaining.  ","  Totally! It wasn't perfect, but it made for a pretty fun evening anyways.",friendly,normal,normal,cheerful,fast,normal
technology_420,"A : I finally got the new software update on my phone, and it runs so much smoother now! B : That's fantastic! I've been waiting for that update too, can't wait to see the improvements. A : I hope it fixes the issues you've been having with your app glitches.",technology_420/c_0.wav,technology_420/r_0.wav,"B: So, have you tried any new features yet?  ","  Oh yeah, the voice commands are way more responsive, it's like talking to someone who finally listens!",neutral,normal,normal,cheerful,normal,normal
sport_284,"A : Can you believe our team just won the championship? It's amazing! B : I know, right? I was on the edge of my seat the whole time! A : It really was a nail-biter. They played incredibly well this season.",sport_284/c_0.wav,sport_284/r_0.wav,"B: So, are we going to the victory parade next week?  ","  Yeah, sure, I suppose we could check out the parade.",neutral,normal,normal,neutral,normal,normal
finance_143,"A : I just heard back from the broker, our investment portfolio is outperforming the market! B : That's incredible news! We need to plan what we're gonna do with the profits now. A : Absolutely, I was thinking to reinvest part of the earnings and maybe celebrate a little with the rest.",finance_143/c_0.wav,finance_143/r_0.wav,B: So which stocks are we looking at for reinvestment?  ,"  Hmm, I believe we should consider some of the tech and renewable energy sectors.",neutral,slow,quiet,neutral,slow,normal
entertainment_549,"A : I just watched that new superhero movie, and it was absolutely amazing! B : No way! I've been dying to see it. Tell me, was the action as good as they say? A : Oh, it was mind-blowing! The special effects were next-level, you've got to check it out!",entertainment_549/c_2.wav,entertainment_549/r_2.wav,"B: I'm planning to go this weekend, actually.  ",  Fantastic! You are in for such a treat - it's going to be awesome!,friendly,fast,normal,cheerful,normal,normal
technology_216,"A : I just got the new smartphone! It's incredibly fast and the camera is top-notch. B : Oh wow, that sounds amazing! Does it have the face recognition feature too? A : For sure, it recognizes me instantly every time I pick it up.",technology_216/c_0.wav,technology_216/r_0.wav,B: It might be a bit too advanced for me.  ,"  No worries, you'll get the hang of it in no time, I can help!",neutral,slow,quiet,friendly,normal,normal
school_132,"A : I absolutely aced my math test, it was like all the studying really paid off! B : No way, that's amazing! Congrats, we should totally celebrate this weekend! A : Yeah, that sounds great! It's nice to relax after working so hard.",school_132/c_0.wav,school_132/r_0.wav,B: I heard the history exam was pretty tough though.  ,"  Yeah, it was a nightmare, stayed up all night studying and still felt unprepared.",unfriendly,slow,quiet,sad,normal,normal
finance_572,"A : I just got my tax refund, and it's a pretty decent amount! B : Oh nice! Do you have any plans for investing it? A : I'm thinking about putting it into a high-yield savings account for now.",finance_572/c_1.wav,finance_572/r_1.wav,B: Maybe you should consider other investment options as well.  ,"  Yeah, I'm all ears. Have any good suggestions on where to start?",friendly,normal,normal,cheerful,normal,normal
beauty_231,"A : I've just discovered this amazing new skincare line that makes my skin glow like I've never seen before! B : Oh, that sounds fantastic! What's the name? I might want to try it myself! A : It's called Radiance Boost, their products are all natural and they work wonders.",beauty_231/c_2.wav,beauty_231/r_2.wav,B: Do you think it would work well for sensitive skin?  ,"  Absolutely, they have a specific range for sensitive skin, you should look into that!",friendly,normal,normal,cheerful,normal,normal
sport_571,"A : Did you catch the game last night? It was absolutely electric! B : I missed it because my cat knocked over my TV, breaking the screen. A : Oh no, that’s terrible! But hey, your team won, and it was a great match!",sport_571/c_2.wav,sport_571/r_2.wav,B: I’ll have to watch the highlights somehow.  ,"  For sure! I can come over with my laptop, and we can stream the highlights together!",friendly,normal,loud,friendly,fast,normal
entertainment_223,"A : I can't believe we finally got the tickets for the concert! B : Right?! It's going to be an epic night, I've been waiting for this forever! A : We should grab dinner beforehand, make a real evening out of it.",entertainment_223/c_0.wav,entertainment_223/r_0.wav,B: What time do you think we should head out then?  ,"  Hmmm, given traffic, maybe early? Like 5 pm could work, play it safe.",neutral,slow,quiet,neutral,slow,normal
weather_358,"A : Can't believe how perfect the weather's been lately, right? Love this sunny vibe! B : Absolutely, it's like every day is just begging us to go outside and enjoy it! A : You know it! I'm planning to hit the beach this weekend. Sun, sand, and surf here I come!",weather_358/c_2.wav,weather_358/r_2.wav,B: I just hope it stays this way for the weekend.  ,"  I'm hopeful too, it would be amazing to have more sunshine for your plans!",friendly,normal,quiet,friendly,slow,normal
shopping_86,"A : I can't believe we found such awesome deals today! B : Right? Everything I wanted was on sale, it's like we hit the jackpot! A : We definitely should make this a monthly thing.",shopping_86/c_0.wav,shopping_86/r_0.wav,"B: Not a bad idea, shopping together is pretty fun.  ","  Yeah, it's chill, we always find something good.",neutral,slow,normal,neutral,normal,normal
music_462,"A : Have you heard the new track by The Wild Ones? It's incredible! B : Yeah, I listened to it on repeat all morning; it's so addictive! A : They've really outdone themselves this time; the bass line is just epic.",music_462/c_2.wav,music_462/r_2.wav,B: I'll have to check out their live performance then.  ,"  Definitely! I'll keep an eye out, maybe we'll score some last-minute tickets, who knows?",friendly,normal,normal,cheerful,normal,normal
finance_21,"A : So, I've finally started investing in stocks, feels great to take the plunge! B : That's fantastic! Do you have a strategy in place for your investments? A : Yeah, I'm thinking long-term, going for blue-chip stocks and I'll diversify with some bonds as well.",finance_21/c_1.wav,finance_21/r_1.wav,B: What sectors are you thinking of focusing on?  ,"  I haven't narrowed it down to specifics yet, but tech and healthcare always interest me, they seem reliable.",neutral,normal,normal,neutral,normal,normal
book_266,"A : I just finished reading that new science fiction novel, and I absolutely loved it! B : Oh, really? I've heard so many good things about it. What did you like the most? A : The plot twists were mind-blowing and the characters were so well-developed, you just get sucked into it!",book_266/c_0.wav,book_266/r_0.wav,B: I'm thinking of getting it for my Kindle.  ,"  You won't regret it, it's an amazing read and perfect for digital format!",neutral,slow,normal,cheerful,normal,normal
work_452,"A : That last project really turned out great, didn't it? B : Absolutely, and the client was over the moon about the results! A : I knew we were gonna knock it out of the park!",work_452/c_0.wav,work_452/r_0.wav,B: We should discuss our strategies for the next quarter.  ,  Sounds good. Let's set up a meeting for next week to brainstorm.,neutral,normal,normal,friendly,normal,normal
music_586,"A : I just discovered this amazing new band, and their sound is incredible! B : Oh, are you serious? I've been looking for some fresh tunes, what's the name? A : They're called The Echo Lanes. You've gotta listen to their latest album; it's a game-changer for sure.",music_586/c_0.wav,music_586/r_0.wav,B: I'll definitely check them out tonight.  ,"  Great, let me know what you think, I promise you won't be disappointed!",neutral,slow,normal,friendly,normal,normal
game_435,"A : I can't believe we won that match, it was epic! B : Right? I thought we were toast, but that last-minute goal was insane! A : Truly! We should definitely team up more often, don't you think?",game_435/c_0.wav,game_435/r_0.wav,"B: Yeah, playing together seems to work out great for us.  ","  Sure, though I hope it's not just beginner's luck we're riding on.",neutral,normal,normal,unfriendly,normal,normal
music_77,"A : I just got tickets to see our favorite band live next month! B : No way, you’re kidding! That’s amazing, I can’t wait to go! A : It’s going to be an epic night, we’ll have the time of our lives!",music_77/c_0.wav,music_77/r_0.wav,B: I hope they play the classics along with the new stuff.  ,"  Yeah, fingers crossed they mix it up with both old and new tracks.",neutral,slow,normal,neutral,normal,normal
movie_365,"A : I couldn't believe how good that movie was, I was on the edge of my seat the entire time! B : Totally! The lead actor was amazing and those plot twists? Crazy good! A : But that ending totally broke my heart, didn't it? I mean, it was a bittersweet finish.",movie_365/c_0.wav,movie_365/r_0.wav,"B: Yeah, I didn't see that twist coming at all.  ","  Right? It was quite the shocker, but somehow it fit the story perfectly.",neutral,normal,normal,neutral,normal,quiet
finance_167,"A : And that’s how I managed to double my investment in just three months! B : That sounds impressive. Have you considered the risks involved in such investments? A : Absolutely, but with thorough research and a bit of luck, everything worked out great!",finance_167/c_1.wav,finance_167/r_1.wav,B: What do you think about diversifying the portfolio to mitigate potential risks?  ,"  That’s a solid plan, I’ve been reading up on that and it would give us a safety net, for sure.",sad,slow,quiet,friendly,normal,normal
movie_352,"A : I just can't get over how amazing the special effects were in the latest sci-fi movie! B : Yeah, I've heard they used some groundbreaking technology to make it all happen. A : Definitely worth the watch, don't you think? We should go see it again!",movie_352/c_0.wav,movie_352/r_0.wav,B: That might be a good idea.  ,"  Oh, absolutely! Let's pick a day when we are both free, yeah?",cheerful,fast,loud,cheerful,normal,normal
entertainment_492,"A : Have you seen the latest episode of that new sci-fi show? It's mind-blowing! B : No, I missed it! Don't spoil it, but was it really that good? A : Absolutely, it's filled with twists! You've gotta catch up soon.",entertainment_492/c_2.wav,entertainment_492/r_2.wav,B: I'll try to watch it tonight then.  ,"  That's the spirit! Trust me, you won't regret it.",friendly,normal,normal,friendly,normal,normal
food_147,"A : I can't believe how delicious that new burger place is! B : Right? Their special sauce is just out of this world, super tasty! A : And those fries! Just perfectly crispy and so flavorful!",food_147/c_0.wav,food_147/r_0.wav,B: I might actually go back there tonight.  ,"  Oh, cool. Maybe I'll join you if I get done with work early enough.",neutral,slow,normal,neutral,normal,normal
movie_504,"A : I just can't get over how amazing the special effects were in that movie! B : Absolutely, and the way they integrated the CGI with live action was seamless! A : Yeah, and it didn't overshadow the story, which I really appreciated.",movie_504/c_2.wav,movie_504/r_2.wav,B: The soundtrack complemented the intense scenes so well.  ,"  Oh absolutely, it elevated every moment. Fingers crossed for an award for that score.",friendly,normal,normal,cheerful,normal,normal
travel_406,"A : I just can’t wait to tell you about this amazing trip I've planned! B : Oh, that sounds exciting! Where are you planning to go? A : We're heading to Japan for two whole weeks. It’s going to be epic!",travel_406/c_2.wav,travel_406/r_2.wav,B: I hope you've taken care of all the travel essentials.  ,"  Absolutely, we’ve covered all the bases—vaccinations, insurance, you name it! Thanks for the good vibes.",friendly,fast,normal,friendly,fast,normal
beauty_229,"A : I just tried that new face cream and honestly, my skin feels incredible! B : That's brilliant! I've been looking for a good face cream, what's it called? A : It's called Radiant Glow—I found it at the small boutique on Main Street!",beauty_229/c_1.wav,beauty_229/r_1.wav,B: Do you think it would work for sensitive skin?  ,"  Oh, absolutely! I have sensitive skin too, and it's been totally fine for me. Worth giving a shot, I'd say!",friendly,slow,quiet,friendly,normal,quiet
beauty_595,"A : I just tried that new face mask, and honestly, my skin is glowing like never before! B : Oh, that sounds amazing! I’ve been looking for a good skin-care routine! A : You've got to give it a go; it’s a game-changer for sure.",beauty_595/c_0.wav,beauty_595/r_0.wav,"B: It's pretty expensive though, isn't it?  ","  Well, yeah, but think of it as an investment in your skin; the results are totally worth it!",neutral,slow,quiet,cheerful,normal,normal
music_413,"A : I just found this amazing jazz band online, you gotta listen to them! B : Oh wow, I love discovering new music! What's the band's name? A : They're called 'The Smooth Operators', seriously their saxophonist is out of this world.",music_413/c_2.wav,music_413/r_2.wav,B: I'll definitely check them out tonight.  ,  Great! I can’t wait to hear what you think about them. We should go to their concert!,friendly,fast,normal,cheerful,normal,normal
game_195,"A : I totally crushed that last level, can you believe it? B : That's awesome, congrats! You've been practicing a lot lately, haven't you? A : Heck yeah, and it totally paid off. I'm ready to take on the next challenge!",game_195/c_0.wav,game_195/r_0.wav,"B: So, what game are we playing next?  ","  Hmm, I'm not sure yet. Got any preferences?",neutral,slow,quiet,neutral,normal,normal
shopping_471,"A : I absolutely adore that jacket you bought, it looks amazing on you! B : Thanks! I got a fantastic deal on it, too. We should go shopping together sometime! A : Yes, let's plan for next weekend. There's a sale at the new mall, could be fun!",shopping_471/c_0.wav,shopping_471/r_0.wav,"B: That sounds like a plan, I'll check my schedule.  ","  Alright, just let me know when you're free. We don't want to miss out on the good deals.",neutral,slow,quiet,unfriendly,normal,normal
music_321,"A : I just found this amazing new band online, they've got such a unique sound! B : Oh, really? That sounds awesome, what kind of music do they play? A : They kind of mix electronic with jazz, it's really something else!",music_321/c_0.wav,music_321/r_0.wav,B: I'll have to give them a listen sometime.  ,"  Yeah, I mean, when you get a chance, I think you'll like them.",neutral,slow,quiet,unfriendly,slow,quiet
entertainment_352,"A : I just can't get over how amazing the concert was last night! B : Oh, I know, right? The energy was just through the roof! A : Seriously, every single song they played was my favorite!",entertainment_352/c_0.wav,entertainment_352/r_0.wav,B: I heard they're going on tour next year as well.  ,"  Yeah, that would be awesome. We should definitely try to get tickets early.",neutral,normal,normal,neutral,normal,normal
book_334,"A : I finally finished reading 'The Hobbit.' It was such an adventure, totally loved it! B : Oh, that's wonderful! Tolkien's world is so rich and detailed, isn't it? Have you thought about what you're going to read next? A : I'm not sure yet, I'm kinda bouncing between a classic or something more modern.",book_334/c_2.wav,book_334/r_2.wav,B: What kind of stories usually catch your interest?  ,"  I'm pretty open-minded, but books with strong characters or a gripping plotline always do the trick!",friendly,normal,normal,friendly,normal,normal
finance_251,A : I finally got around to investing in that new tech fund! B : That's great news; diversifying your portfolio is always a smart move. A : You think so? I’m still a bit nervous about it all.,finance_251/c_2.wav,finance_251/r_2.wav,"B: The market has been pretty unpredictable lately, we just have to wait and see.  ",  I appreciate the reassurance! I guess a little optimism wouldn't hurt while we're in for the ride.,friendly,normal,normal,cheerful,normal,normal
game_200,"A : I can't believe we won that round, that was epic! B : Right? I was on the edge of my seat the whole time. Great teamwork! A : Definitely, we should team up more often, it's a lot of fun.",game_200/c_2.wav,game_200/r_2.wav,"B: Yeah, wanna go another round?  ",  Of course! It would be great to win some more rounds together!,friendly,slow,quiet,friendly,normal,normal
shopping_35,"A : I found a great deal on those sneakers you've been wanting! B : No way! How much are we talking? A : Well, with the sale and an extra coupon I found, they're practically half off!",shopping_35/c_0.wav,shopping_35/r_0.wav,B: Are they still available in my size?  ,"  I sure hope so, let's check their stock online right now.",neutral,slow,normal,friendly,normal,normal
movie_389,"A : I absolutely loved the special effects in that movie, didn't you? B : Yeah, the visuals were stunning! It totally blew me away! A : And how about that epic soundtrack? Added so much to the intense scenes!",movie_389/c_2.wav,movie_389/r_2.wav,B: I think the plot could have been better though.  ,"  I'm hopeful they'll delve deeper into the storyline in the sequel, fingers crossed!",friendly,fast,normal,friendly,normal,normal
entertainment_128,"A : Have you seen the latest superhero movie? It's been all the rage! B : No, I haven't got around to it yet. Heard it's quite the spectacle, though. A : Oh, you absolutely must go! The special effects alone are worth the price of admission!",entertainment_128/c_1.wav,entertainment_128/r_1.wav,B: I might go see it this weekend.  ,  Awesome! Bet you're gonna have a blast. Want any company?,cheerful,normal,loud,friendly,normal,normal
school_563,"A : I just got the highest score on my math test, feeling on top of the world! B : That's amazing! You worked so hard for it, you totally deserve this win. A : And guess what? The teacher said my project set a new class record!",school_563/c_0.wav,school_563/r_0.wav,"B: I have a huge history paper due next week, and I don't know where to start.  ","  Don't worry, I've got some great resources I can share, let's break it down together.",sad,slow,quiet,friendly,slow,normal
shopping_366,"A : I found this amazing dress on sale, it's half-price! B : No way, that's a steal! Did they have more in different colors? A : Yep, they had a bunch, I grabbed a blue one for you actually!",shopping_366/c_0.wav,shopping_366/r_0.wav,"B: I can't wait to try it on, hope it fits well.  ","  I'm sure it will, they had a great sizing chart.",neutral,slow,quiet,neutral,normal,normal
shopping_418,"A : I finally found the perfect jacket for our trip, and it was on sale too! B : That's amazing! I've been looking for new hiking boots, let's hope I'm as lucky as you. A : You will be! There's a great selection, and the prices are unbeatable right now.",shopping_418/c_0.wav,shopping_418/r_0.wav,B: Do you think they might have a discount on tents as well?  ,"  Hmm, I’m not sure, but it’s worth checking out their camping section.",neutral,slow,quiet,neutral,normal,normal
beauty_156,"A : Seriously, have you tried that new clay mask? My skin has never felt smoother! B : No, but I keep hearing about it! I should definitely pick one up this weekend. A : Oh, you've got to! Your skin will thank you, I promise!",beauty_156/c_2.wav,beauty_156/r_2.wav,B: I wonder if it will work for my sensitive skin though.  ,"  Absolutely, they do have one for sensitive skin! I think you'll have a good experience.",friendly,normal,normal,friendly,normal,normal
